chunk_id,doc_id,chunk_index,chunk_file,dataset_name,subset,split,department,document_type,category,region,created_at
pile_of_law_0000000_chunk_0680,pile_of_law_0000000,680,chunks/pile_of_law_0000000_chunk_0680.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0681,pile_of_law_0000000,681,chunks/pile_of_law_0000000_chunk_0681.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0682,pile_of_law_0000000,682,chunks/pile_of_law_0000000_chunk_0682.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0683,pile_of_law_0000000,683,chunks/pile_of_law_0000000_chunk_0683.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0684,pile_of_law_0000000,684,chunks/pile_of_law_0000000_chunk_0684.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0685,pile_of_law_0000000,685,chunks/pile_of_law_0000000_chunk_0685.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0686,pile_of_law_0000000,686,chunks/pile_of_law_0000000_chunk_0686.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0687,pile_of_law_0000000,687,chunks/pile_of_law_0000000_chunk_0687.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0688,pile_of_law_0000000,688,chunks/pile_of_law_0000000_chunk_0688.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0689,pile_of_law_0000000,689,chunks/pile_of_law_0000000_chunk_0689.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0690,pile_of_law_0000000,690,chunks/pile_of_law_0000000_chunk_0690.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0691,pile_of_law_0000000,691,chunks/pile_of_law_0000000_chunk_0691.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0692,pile_of_law_0000000,692,chunks/pile_of_law_0000000_chunk_0692.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0693,pile_of_law_0000000,693,chunks/pile_of_law_0000000_chunk_0693.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0694,pile_of_law_0000000,694,chunks/pile_of_law_0000000_chunk_0694.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0695,pile_of_law_0000000,695,chunks/pile_of_law_0000000_chunk_0695.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0696,pile_of_law_0000000,696,chunks/pile_of_law_0000000_chunk_0696.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0697,pile_of_law_0000000,697,chunks/pile_of_law_0000000_chunk_0697.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0698,pile_of_law_0000000,698,chunks/pile_of_law_0000000_chunk_0698.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0699,pile_of_law_0000000,699,chunks/pile_of_law_0000000_chunk_0699.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0700,pile_of_law_0000000,700,chunks/pile_of_law_0000000_chunk_0700.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0701,pile_of_law_0000000,701,chunks/pile_of_law_0000000_chunk_0701.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0702,pile_of_law_0000000,702,chunks/pile_of_law_0000000_chunk_0702.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0703,pile_of_law_0000000,703,chunks/pile_of_law_0000000_chunk_0703.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0704,pile_of_law_0000000,704,chunks/pile_of_law_0000000_chunk_0704.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0705,pile_of_law_0000000,705,chunks/pile_of_law_0000000_chunk_0705.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0706,pile_of_law_0000000,706,chunks/pile_of_law_0000000_chunk_0706.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0707,pile_of_law_0000000,707,chunks/pile_of_law_0000000_chunk_0707.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0708,pile_of_law_0000000,708,chunks/pile_of_law_0000000_chunk_0708.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0709,pile_of_law_0000000,709,chunks/pile_of_law_0000000_chunk_0709.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0710,pile_of_law_0000000,710,chunks/pile_of_law_0000000_chunk_0710.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0711,pile_of_law_0000000,711,chunks/pile_of_law_0000000_chunk_0711.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0712,pile_of_law_0000000,712,chunks/pile_of_law_0000000_chunk_0712.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0713,pile_of_law_0000000,713,chunks/pile_of_law_0000000_chunk_0713.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0714,pile_of_law_0000000,714,chunks/pile_of_law_0000000_chunk_0714.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0715,pile_of_law_0000000,715,chunks/pile_of_law_0000000_chunk_0715.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0716,pile_of_law_0000000,716,chunks/pile_of_law_0000000_chunk_0716.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0717,pile_of_law_0000000,717,chunks/pile_of_law_0000000_chunk_0717.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0718,pile_of_law_0000000,718,chunks/pile_of_law_0000000_chunk_0718.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0719,pile_of_law_0000000,719,chunks/pile_of_law_0000000_chunk_0719.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0720,pile_of_law_0000000,720,chunks/pile_of_law_0000000_chunk_0720.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0721,pile_of_law_0000000,721,chunks/pile_of_law_0000000_chunk_0721.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0722,pile_of_law_0000000,722,chunks/pile_of_law_0000000_chunk_0722.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0723,pile_of_law_0000000,723,chunks/pile_of_law_0000000_chunk_0723.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0724,pile_of_law_0000000,724,chunks/pile_of_law_0000000_chunk_0724.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0725,pile_of_law_0000000,725,chunks/pile_of_law_0000000_chunk_0725.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0726,pile_of_law_0000000,726,chunks/pile_of_law_0000000_chunk_0726.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0727,pile_of_law_0000000,727,chunks/pile_of_law_0000000_chunk_0727.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0728,pile_of_law_0000000,728,chunks/pile_of_law_0000000_chunk_0728.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0729,pile_of_law_0000000,729,chunks/pile_of_law_0000000_chunk_0729.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0730,pile_of_law_0000000,730,chunks/pile_of_law_0000000_chunk_0730.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0731,pile_of_law_0000000,731,chunks/pile_of_law_0000000_chunk_0731.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0732,pile_of_law_0000000,732,chunks/pile_of_law_0000000_chunk_0732.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0733,pile_of_law_0000000,733,chunks/pile_of_law_0000000_chunk_0733.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0734,pile_of_law_0000000,734,chunks/pile_of_law_0000000_chunk_0734.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0735,pile_of_law_0000000,735,chunks/pile_of_law_0000000_chunk_0735.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0736,pile_of_law_0000000,736,chunks/pile_of_law_0000000_chunk_0736.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0737,pile_of_law_0000000,737,chunks/pile_of_law_0000000_chunk_0737.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0738,pile_of_law_0000000,738,chunks/pile_of_law_0000000_chunk_0738.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0739,pile_of_law_0000000,739,chunks/pile_of_law_0000000_chunk_0739.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0740,pile_of_law_0000000,740,chunks/pile_of_law_0000000_chunk_0740.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0741,pile_of_law_0000000,741,chunks/pile_of_law_0000000_chunk_0741.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0742,pile_of_law_0000000,742,chunks/pile_of_law_0000000_chunk_0742.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0743,pile_of_law_0000000,743,chunks/pile_of_law_0000000_chunk_0743.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0744,pile_of_law_0000000,744,chunks/pile_of_law_0000000_chunk_0744.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0745,pile_of_law_0000000,745,chunks/pile_of_law_0000000_chunk_0745.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0746,pile_of_law_0000000,746,chunks/pile_of_law_0000000_chunk_0746.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0747,pile_of_law_0000000,747,chunks/pile_of_law_0000000_chunk_0747.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0748,pile_of_law_0000000,748,chunks/pile_of_law_0000000_chunk_0748.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0749,pile_of_law_0000000,749,chunks/pile_of_law_0000000_chunk_0749.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0750,pile_of_law_0000000,750,chunks/pile_of_law_0000000_chunk_0750.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0751,pile_of_law_0000000,751,chunks/pile_of_law_0000000_chunk_0751.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0752,pile_of_law_0000000,752,chunks/pile_of_law_0000000_chunk_0752.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0753,pile_of_law_0000000,753,chunks/pile_of_law_0000000_chunk_0753.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0754,pile_of_law_0000000,754,chunks/pile_of_law_0000000_chunk_0754.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0755,pile_of_law_0000000,755,chunks/pile_of_law_0000000_chunk_0755.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0756,pile_of_law_0000000,756,chunks/pile_of_law_0000000_chunk_0756.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0757,pile_of_law_0000000,757,chunks/pile_of_law_0000000_chunk_0757.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0758,pile_of_law_0000000,758,chunks/pile_of_law_0000000_chunk_0758.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0759,pile_of_law_0000000,759,chunks/pile_of_law_0000000_chunk_0759.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0760,pile_of_law_0000000,760,chunks/pile_of_law_0000000_chunk_0760.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0761,pile_of_law_0000000,761,chunks/pile_of_law_0000000_chunk_0761.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0762,pile_of_law_0000000,762,chunks/pile_of_law_0000000_chunk_0762.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0763,pile_of_law_0000000,763,chunks/pile_of_law_0000000_chunk_0763.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0764,pile_of_law_0000000,764,chunks/pile_of_law_0000000_chunk_0764.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0765,pile_of_law_0000000,765,chunks/pile_of_law_0000000_chunk_0765.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0766,pile_of_law_0000000,766,chunks/pile_of_law_0000000_chunk_0766.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0767,pile_of_law_0000000,767,chunks/pile_of_law_0000000_chunk_0767.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0768,pile_of_law_0000000,768,chunks/pile_of_law_0000000_chunk_0768.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0769,pile_of_law_0000000,769,chunks/pile_of_law_0000000_chunk_0769.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0770,pile_of_law_0000000,770,chunks/pile_of_law_0000000_chunk_0770.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0771,pile_of_law_0000000,771,chunks/pile_of_law_0000000_chunk_0771.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0772,pile_of_law_0000000,772,chunks/pile_of_law_0000000_chunk_0772.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0773,pile_of_law_0000000,773,chunks/pile_of_law_0000000_chunk_0773.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0774,pile_of_law_0000000,774,chunks/pile_of_law_0000000_chunk_0774.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0775,pile_of_law_0000000,775,chunks/pile_of_law_0000000_chunk_0775.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0776,pile_of_law_0000000,776,chunks/pile_of_law_0000000_chunk_0776.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0777,pile_of_law_0000000,777,chunks/pile_of_law_0000000_chunk_0777.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0778,pile_of_law_0000000,778,chunks/pile_of_law_0000000_chunk_0778.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0779,pile_of_law_0000000,779,chunks/pile_of_law_0000000_chunk_0779.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0780,pile_of_law_0000000,780,chunks/pile_of_law_0000000_chunk_0780.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0781,pile_of_law_0000000,781,chunks/pile_of_law_0000000_chunk_0781.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0782,pile_of_law_0000000,782,chunks/pile_of_law_0000000_chunk_0782.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0783,pile_of_law_0000000,783,chunks/pile_of_law_0000000_chunk_0783.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0784,pile_of_law_0000000,784,chunks/pile_of_law_0000000_chunk_0784.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0785,pile_of_law_0000000,785,chunks/pile_of_law_0000000_chunk_0785.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0786,pile_of_law_0000000,786,chunks/pile_of_law_0000000_chunk_0786.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0787,pile_of_law_0000000,787,chunks/pile_of_law_0000000_chunk_0787.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0788,pile_of_law_0000000,788,chunks/pile_of_law_0000000_chunk_0788.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0789,pile_of_law_0000000,789,chunks/pile_of_law_0000000_chunk_0789.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0790,pile_of_law_0000000,790,chunks/pile_of_law_0000000_chunk_0790.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0791,pile_of_law_0000000,791,chunks/pile_of_law_0000000_chunk_0791.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0792,pile_of_law_0000000,792,chunks/pile_of_law_0000000_chunk_0792.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0793,pile_of_law_0000000,793,chunks/pile_of_law_0000000_chunk_0793.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0794,pile_of_law_0000000,794,chunks/pile_of_law_0000000_chunk_0794.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0795,pile_of_law_0000000,795,chunks/pile_of_law_0000000_chunk_0795.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0796,pile_of_law_0000000,796,chunks/pile_of_law_0000000_chunk_0796.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0797,pile_of_law_0000000,797,chunks/pile_of_law_0000000_chunk_0797.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0798,pile_of_law_0000000,798,chunks/pile_of_law_0000000_chunk_0798.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0799,pile_of_law_0000000,799,chunks/pile_of_law_0000000_chunk_0799.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0800,pile_of_law_0000000,800,chunks/pile_of_law_0000000_chunk_0800.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0801,pile_of_law_0000000,801,chunks/pile_of_law_0000000_chunk_0801.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0802,pile_of_law_0000000,802,chunks/pile_of_law_0000000_chunk_0802.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0803,pile_of_law_0000000,803,chunks/pile_of_law_0000000_chunk_0803.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0804,pile_of_law_0000000,804,chunks/pile_of_law_0000000_chunk_0804.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0805,pile_of_law_0000000,805,chunks/pile_of_law_0000000_chunk_0805.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0806,pile_of_law_0000000,806,chunks/pile_of_law_0000000_chunk_0806.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
pile_of_law_0000000_chunk_0807,pile_of_law_0000000,807,chunks/pile_of_law_0000000_chunk_0807.txt,pile-of-law/pile-of-law,cfr,train,Compliance,law,Regulation,Unknown,2026-02-06T19:51:53.323282
